"Station","Latitude","Longitude"
"051033","-31.8576"," 147.1343"
"090061","-38.4210"," 143.8348"
"060030","-31.8908"," 152.4709"
"055057","-31.7731"," 150.2856"
"036004","-22.9717"," 145.2450"
"080024","-35.8674"," 143.8007"
"074115","-35.6852"," 146.7273"
"055006","-31.6405"," 150.2356"
"081013","-36.3717"," 145.7048"
"040111","-26.0858"," 152.2381"
"046043","-31.5631"," 143.3747"
"070131","-34.5450"," 149.6246"
"073055","-35.0996"," 147.7767"
"047033","-33.4268"," 142.5719"
"079016","-36.7281"," 142.7303"
"021021","-33.2703"," 138.3563"
"047000","-32.5271"," 143.3710"
"069016","-35.3166"," 150.4432"
"018091","-34.2603"," 136.2106"
"044004","-27.1383"," 144.7392"
"048014","-29.0299"," 147.3128"
"019046","-31.7750"," 138.6529"
"088042","-37.1965"," 144.3742"
"040096","-27.5504"," 152.1246"
"019018","-31.8777"," 138.8372"
"056207","-28.5417"," 151.9909"
"075080","-35.1721"," 144.6966"
"026025","-37.3803"," 140.8379"
"070009","-36.7969"," 149.1972"
"015006","-17.0657"," 133.4119"
"060167","-31.3659"," 152.8370"
"044228","-25.4780"," 146.0502"
"037047","-23.0162"," 142.4128"
"094245","-43.5578"," 146.8917"
"014974","-15.1542"," 131.6982"
"056244","-30.5093"," 151.5155"
"015560","-22.1086"," 137.9819"
"029170","-17.8999"," 139.3250"
"002076","-17.5169"," 126.1108"
"046130","-30.4830"," 143.9110"
"014650","-14.9147"," 133.1270"
"014868","-16.8526"," 131.1597"
"061395","-32.7391"," 152.0121"
"008306","-28.0636"," 115.1903"
"056046","-29.1061"," 151.9489"
"044200","-25.8042"," 146.4244"
"014732","-15.9332"," 136.4778"
"014647","-15.2709"," 132.9123"
"092044","-41.9303"," 148.0750"
"036006","-21.7117"," 144.3928"
"036011","-22.2067"," 145.0083"
"014602","-14.1394"," 134.4742"
"044153","-28.1604"," 145.0463"
"017129","-29.9564"," 138.3411"
"038004","-24.8522"," 143.6672"
"039345","-25.3256"," 150.5064"
"003091","-18.9894"," 125.8478"
"014956","-13.9491"," 131.3190"
"003090","-17.7981"," 124.0772"
"003088","-18.8375"," 126.5247"
"012318","-29.3494"," 120.4006"
"029159","-17.7999"," 139.3605"
"035286","-23.7122"," 146.1675"
"002067","-15.9816"," 128.9991"
"015559","-22.8024"," 137.2954"
"030157","-18.2817"," 143.1828"
"014275","-12.7164"," 131.8206"
"029154","-18.4306"," 141.2686"
"014265","-12.4126"," 130.9200"
"070334","-35.1138"," 149.9625"
"003086","-17.7278"," 123.6547"
"001028","-15.7231"," 127.8292"
"061299","-33.0464"," 151.6694"
"061393","-32.9319"," 151.6172"
"061391","-32.9533"," 151.7413"
"014864","-16.3340"," 131.5148"
"014639","-15.9178"," 132.3831"
"029148","-18.2431"," 140.5283"
"015638","-23.6853"," 132.6722"
"030158","-18.4564"," 143.2986"
"015641","-20.5476"," 130.3466"
"014638","-15.5270"," 132.6534"
"014857","-19.2800"," 129.9424"
"014501","-12.2561"," 136.8979"
"021124","-33.1913"," 138.2111"
"013032","-25.6361"," 121.3533"
"070290","-34.9398"," 149.4269"
"037107","-21.7635"," 139.9151"
"041438","-28.3527"," 152.0000"
"036127","-24.6017"," 143.8314"
"029111","-16.9933"," 141.3161"
"028023","-14.9258"," 144.1994"
"046115","-31.3885"," 144.0422"
"032105","-18.1464"," 145.4386"
"030102","-18.1778"," 143.3622"
"014839","-15.6283"," 131.6357"
"015667","-23.6339"," 132.7300"
"009144","-31.0769"," 115.5083"
"011031","-31.3497"," 125.2231"
"030112","-18.8242"," 143.2531"
"014847","-16.1177"," 130.9558"
"014831","-17.9037"," 130.2270"
"034049","-20.5583"," 146.4811"
"036074","-22.3022"," 145.9900"
"030115","-19.0550"," 144.9594"
"009216","-32.0394"," 116.0656"
"014802","-17.0366"," 131.2940"
"015645","-24.2992"," 134.1439"
"027038","-16.4231"," 143.1456"
"015610","-23.3292"," 135.4400"
"015604","-22.4415"," 136.2922"
"030107","-18.8383"," 143.7086"
"015617","-24.1308"," 134.3736"
"015618","-22.2741"," 137.9730"
"056180","-30.2979"," 151.0772"
"003059","-19.0861"," 121.6764"
"029069","-17.3383"," 138.2508"
"029065","-18.7881"," 139.7119"
"014810","-15.4660"," 129.7676"
"070143","-34.6389"," 149.9541"
"061162","-32.8446"," 150.8398"
"033127","-20.4275"," 148.4475"
"041229","-28.0775"," 152.2625"
"055103","-30.6929"," 151.1214"
"014927","-14.3727"," 132.1559"
"019111","-31.4763"," 139.1134"
"031085","-17.7667"," 145.5778"
"014803","-15.2083"," 129.4503"
"030088","-19.3769"," 144.1156"
"043058","-27.5322"," 148.7344"
"014836","-17.8483"," 129.6360"
"022820","-35.8903"," 136.8606"
"029105","-20.5022"," 140.3165"
"033083","-22.1203"," 149.0647"
"015519","-24.7495"," 133.2317"
"056077","-31.0678"," 151.5022"
"056082","-31.2424"," 151.4232"
"015041","-18.0014"," 134.8618"
"016047","-27.1391"," 134.7575"
"030000","-17.6083"," 143.1792"
"038030","-24.1550"," 141.0983"
"032085","-18.8369"," 145.4706"
"030103","-18.2225"," 143.9697"
"035188","-24.6978"," 147.4967"
"038005","-24.5081"," 139.5881"
"003009","-18.3547"," 125.3033"
"015537","-20.5003"," 134.6620"
"037101","-22.9533"," 143.5553"
"003024","-17.9464"," 123.7383"
"045022","-26.6911"," 143.9047"
"057082","-29.6460"," 152.0936"
"030082","-19.7037"," 144.3775"
"031033","-16.5978"," 145.3631"
"038016","-25.5458"," 142.9419"
"038017","-25.6883"," 140.7536"
"002050","-17.7842"," 127.6853"
"030019","-19.2611"," 143.6861"
"040113","-26.6894"," 151.6550"
"037056","-22.2630"," 143.7454"
"036028","-22.1760"," 144.0493"
"038009","-24.7856"," 139.5919"
"030057","-21.2139"," 144.3644"
"038014","-23.3650"," 139.6556"
"038020","-25.7900"," 139.5856"
"037057","-21.2622"," 139.7247"
"003019","-17.3305"," 124.8166"
"009044","-32.1983"," 116.0622"
"015005","-20.0297"," 137.4907"
"043077","-26.9472"," 149.0136"
"022808","-35.8213"," 137.5297"
"029032","-19.0067"," 139.8961"
"003028","-19.2536"," 121.4861"
"018033","-31.9674"," 133.7658"
"091044","-40.9136"," 145.1450"
"009690","-33.7619"," 116.5214"
"003027","-18.1386"," 125.7764"
"068008","-34.6506"," 150.3103"
"029100","-18.6419"," 139.2516"
"054012","-29.2543"," 150.7496"
"033134","-21.2681"," 148.9700"
"044042","-28.9723"," 147.7960"
"033051","-19.8792"," 146.6323"
"002029","-19.1625"," 128.1633"
"040021","-25.5103"," 152.0456"
"029027","-19.3600"," 140.0414"
"024535","-34.5681"," 139.5971"
"015623","-23.6939"," 134.0352"
"037105","-22.0792"," 143.5111"
"090085","-38.0831"," 142.9919"
"057026","-28.2846"," 152.5034"
"020048","-32.4932"," 140.2299"
"029007","-19.4764"," 140.9317"
"073017","-34.0824"," 148.3650"
"029037","-17.3297"," 141.8797"
"029001","-18.5447"," 139.8706"
"029005","-20.0744"," 142.2089"
"029013","-18.7139"," 140.5472"
"043029","-25.8250"," 147.4114"
"035042","-24.4125"," 147.2464"
"035190","-25.0311"," 145.8664"
"030039","-19.2544"," 144.1536"
"038023","-25.8417"," 141.9189"
"037049","-22.8131"," 142.8325"
"064013","-31.6417"," 149.4270"
"050016","-32.9744"," 148.0632"
"038015","-24.8217"," 140.5558"
"021019","-33.8314"," 138.7917"
"035049","-24.5608"," 145.7869"
"014902","-14.4589"," 132.2572"
"035019","-22.8250"," 147.6408"
"023078","-34.5915"," 138.7393"
"021138","-33.8870"," 139.0720"
"014660","-15.5993"," 130.4540"
"065114","-33.3684"," 147.9370"
"075093","-35.1357"," 143.8313"
"094246","-43.6539"," 146.2744"
"074269","-34.8300"," 147.3595"
"009267","-31.7008"," 116.1847"
"109512","-34.7306"," 117.7825"
"014160","-12.5723"," 131.1006"
"046131","-29.2746"," 143.6496"
"033284","-20.7492"," 148.5833"
"109505","-33.5958"," 115.8186"
"018211","-32.9392"," 135.0780"
"014070","-12.4900"," 130.9881"
"065106","-32.0358"," 148.6552"
"091334","-41.2181"," 145.7206"
"094221","-42.8514"," 147.6211"
"032117","-18.6867"," 146.2969"
"047049","-32.0682"," 141.1097"
"064029","-32.0156"," 149.3925"
"034097","-20.6467"," 147.1372"
"058016","-28.4240"," 152.7548"
"061380","-33.2486"," 151.3900"
"074197","-34.6509"," 146.5155"
"009964","-34.5714"," 117.0106"
"014285","-12.3545"," 130.8855"
"091278","-41.4656"," 146.6703"
"054161","-29.1857"," 151.1560"
"013035","-27.0336"," 122.4439"
"003084","-17.3436"," 123.6781"
"085293","-38.8957"," 145.9355"
"014515","-12.5007"," 135.8005"
"014856","-18.3903"," 129.4300"
"019109","-32.1244"," 138.4674"
"001024","-15.9572"," 127.0628"
"014239","-13.1102"," 130.4948"
"055320","-31.0407"," 151.1771"
"086363","-37.6563"," 145.4762"
"086362","-37.7508"," 145.1717"
"069134","-35.7234"," 150.1872"
"039311","-24.8578"," 150.4694"
"081118","-36.8093"," 144.6203"
"003075","-17.3136"," 123.6497"
"009199","-29.9486"," 114.9781"
"060122","-31.8922"," 152.2739"
"021123","-33.9394"," 138.7166"
"031167","-17.4694"," 145.7311"
"009843","-34.4417"," 116.9944"
"070316","-35.4424"," 148.8296"
"036111","-23.7092"," 144.5253"
"041430","-28.9653"," 151.4700"
"007190","-29.3892"," 117.8297"
"014512","-12.1939"," 136.7637"
"036123","-23.6064"," 144.4757"
"026078","-36.9421"," 140.2363"
"035219","-22.4394"," 147.3767"
"067086","-33.6837"," 151.0273"
"028027","-15.6119"," 143.4786"
"079086","-36.8637"," 143.1230"
"008264","-29.5147"," 116.8011"
"037091","-23.1214"," 140.5683"
"087147","-38.0428"," 144.2129"
"079083","-36.8698"," 141.0101"
"091225","-41.4761"," 147.4917"
"008288","-28.2575"," 114.6033"
"009211","-30.2892"," 115.3203"
"067084","-33.8020"," 150.7069"
"081100","-36.7682"," 143.9866"
"071040","-35.7858"," 148.8106"
"021106","-33.9530"," 138.3903"
"003001","-17.2767"," 122.5711"
"085178","-38.5274"," 145.9238"
"023810","-34.9710"," 138.7042"
"010895","-33.3994"," 119.9344"
"072082","-35.5528"," 147.9827"
"070208","-37.1346"," 149.0603"
"034027","-22.7744"," 148.8100"
"014605","-14.2833"," 133.7032"
"009151","-31.9556"," 115.7928"
"007159","-27.5486"," 118.2175"
"053081","-30.8043"," 149.1246"
"013018","-26.1208"," 121.9403"
"042069","-28.6092"," 148.6608"
"007149","-26.5942"," 118.4883"
"012198","-33.3844"," 121.4494"
"009835","-34.4033"," 118.9689"
"035215","-23.7417"," 147.5386"
"003048","-18.9159"," 125.5264"
"003041","-17.6924"," 122.7127"
"061238","-32.8126"," 151.3043"
"040310","-27.7239"," 152.3108"
"039255","-24.1665"," 151.5129"
"010793","-33.2114"," 116.9919"
"009673","-34.2511"," 116.8767"
"056176","-30.1369"," 151.2581"
"041318","-27.9598"," 151.3251"
"041259","-28.0719"," 152.1297"
"041306","-27.8628"," 151.4536"
"057035","-31.1333"," 152.1253"
"075164","-35.0461"," 143.5718"
"090135","-37.5908"," 141.4129"
"055276","-30.8828"," 150.4928"
"018114","-30.1591"," 131.5790"
"035225","-24.2897"," 148.1053"
"035119","-23.9483"," 149.6114"
"010831","-33.4836"," 117.6100"
"023758","-34.7398"," 138.8715"
"056052","-29.0988"," 151.7416"
"041086","-26.6653"," 151.3969"
"035224","-23.0808"," 147.3789"
"084008","-37.7084"," 148.7093"
"068197","-34.7376"," 150.7674"
"010666","-32.0394"," 118.9022"
"031017","-15.4486"," 145.1861"
"067002","-33.6667"," 150.6696"
"049118","-33.7073"," 144.7667"
"084100","-37.8332"," 147.6205"
"039057","-24.6925"," 151.3047"
"016021","-31.2609"," 135.2374"
"082127","-36.1425"," 146.2486"
"013006","-26.4006"," 120.9539"
"012056","-31.5939"," 119.1419"
"075086","-35.4679"," 144.3966"
"009625","-34.7275"," 117.9222"
"012025","-27.9331"," 120.0575"
"053026","-30.2552"," 149.6789"
"076053","-34.5898"," 142.7686"
"064000","-31.6347"," 148.8464"
"012239","-28.4967"," 119.7436"
"035062","-23.4622"," 147.7208"
"005036","-22.9367"," 115.9825"
"041339","-27.2136"," 151.1858"
"061130","-32.5118"," 150.7964"
"031119","-17.6758"," 145.2783"
"010138","-31.8150"," 116.3413"
"005066","-22.7817"," 115.3706"
"009509","-32.8094"," 116.4581"
"055025","-31.7927"," 150.6729"
"027000","-13.3539"," 141.7208"
"033038","-21.6256"," 149.2367"
"017076","-29.2781"," 138.3823"
"058004","-28.7856"," 152.7683"
"008016","-30.4450"," 117.0406"
"079015","-36.8721"," 142.6308"
"027044","-13.0633"," 142.4481"
"008146","-30.0706"," 116.2092"
"077001","-35.9809"," 143.6479"
"044001","-26.0178"," 147.0300"
"010002","-31.3667"," 117.9031"
"008061","-30.2842"," 116.6328"
"007037","-28.5564"," 117.7803"
"031044","-16.4586"," 145.3795"
"010123","-31.9925"," 117.9325"
"025518","-36.1821"," 140.5720"
"041128","-28.5003"," 150.5866"
"010115","-31.7714"," 116.8647"
"040183","-27.8522"," 152.4797"
"036153","-23.0522"," 144.8103"
"008238","-30.0989"," 116.2339"
"010039","-31.0072"," 117.2042"
"019057","-32.5523"," 138.8691"
"018186","-32.5534"," 136.7123"
"085040","-38.6911"," 146.1486"
"053011","-29.0745"," 149.6347"
"054032","-29.2017"," 150.6077"
"061119","-33.3850"," 150.9859"
"019014","-32.8037"," 138.9218"
"006040","-24.0306"," 115.6967"
"009591","-34.6361"," 117.3822"
"021024","-33.4595"," 138.7475"
"004022","-20.6334"," 120.0863"
"052033","-30.4026"," 148.8389"
"005012","-21.5906"," 117.0656"
"007089","-27.0878"," 116.1606"
"036066","-23.3269"," 144.5964"
"092009","-41.5886"," 148.1338"
"074236","-36.0168"," 146.7562"
"072008","-35.3874"," 147.5662"
"009621","-34.6997"," 117.9556"
"090019","-37.4301"," 141.2688"
"031032","-17.4311"," 145.2028"
"037015","-23.1258"," 143.4619"
"019010","-32.0695"," 138.4948"
"094061","-42.9264"," 147.5203"
"074008","-34.8625"," 146.8184"
"020017","-32.4467"," 140.9233"
"067019","-33.8193"," 150.9127"
"072004","-35.5203"," 148.1453"
"033001","-19.5778"," 147.4063"
"054039","-29.9943"," 150.7812"
"040374","-27.7594"," 152.4564"
"035077","-24.9214"," 148.6006"
"064028","-31.6335"," 149.5750"
"055002","-31.2342"," 149.8345"
"070220","-34.4382"," 148.7158"
"017028","-27.7240"," 140.7633"
"051034","-31.4986"," 147.6865"
"020004","-31.6516"," 139.5491"
"087061","-37.5719"," 144.7401"
"075006","-34.2289"," 146.3444"
"023724","-35.0739"," 139.0036"
"039022","-25.0303"," 150.4342"
"018079","-32.7963"," 134.2116"
"040818","-27.5364"," 152.7992"
"031218","-16.9141"," 145.7610"
"026114","-37.2497"," 140.1732"
"040977","-27.3694"," 152.8746"
"024038","-34.1897"," 140.0043"
"040651","-26.6644"," 152.4606"
"023347","-34.4645"," 139.0389"
"200733","-12.1122","  96.8933"
"050140","-32.0875"," 146.6136"
"040986","-27.2297"," 153.0272"
"014913","-13.7439"," 130.4933"
"057091","-30.7167"," 151.8531"
"015534","-21.9041"," 136.0741"
"058032","-28.6223"," 153.0034"
"006005","-24.8208"," 113.7853"
"023719","-34.8237"," 138.8859"
"040781","-26.3225"," 152.7025"
"023144","-34.9900"," 138.5817"
"024583","-34.9467"," 138.9255"
"018208","-33.2310"," 135.4095"
"078001","-36.1011"," 140.9950"
"023867","-34.9342"," 138.7467"
"059068","-30.9809"," 152.7990"
"068244","-34.9073"," 150.6841"
"094213","-43.1456"," 147.9617"
"096076","-42.1436"," 147.1192"
"073140","-35.0569"," 147.7228"
"009744","-33.6469"," 115.7031"
"009867","-33.6511"," 122.0161"
"073115","-35.1687"," 148.2311"
"066051","-33.9829"," 151.2502"
"024539","-35.5949"," 139.1296"
"010283","-31.9331"," 117.8356"
"076025","-35.0551"," 142.8832"
"002019","-18.6253"," 126.8617"
"006053","-25.3021"," 115.1164"
"090040","-38.5198"," 143.7150"
"045024","-27.7217"," 142.7131"
"068054","-34.5845"," 150.5926"
"087000","-37.8802"," 144.2623"
"059039","-30.1051"," 153.1956"
"047020","-33.2158"," 142.3868"
"021054","-33.9606"," 138.6446"
"092161","-41.5797"," 148.1833"
"099028","-39.9211"," 147.9433"
"006109","-23.8761"," 113.4972"
"070355","-34.5677"," 149.8218"
"088154","-37.3908"," 145.4768"
"080013","-36.0600"," 144.2119"
"046132","-29.3335"," 142.5194"
"091343","-41.5944"," 146.8469"
"084151","-37.3983"," 149.0153"
"091322","-41.4731"," 146.2269"
"042116","-28.2300"," 149.5617"
"014600","-13.9521"," 133.9637"
"041070","-27.8900"," 151.3692"
"036168","-24.9553"," 145.2489"
"020061","-32.5218"," 139.5554"
"001031","-13.9600"," 127.1964"
"050086","-32.4004"," 147.7347"
"045065","-26.1422"," 143.0289"
"056194","-29.2716"," 151.8612"
"014295","-12.7592"," 131.1507"
"020058","-32.2988"," 140.4152"
"046032","-30.2622"," 142.9776"
"009246","-30.9442"," 116.4989"
"043107","-27.6450"," 148.7411"
"068218","-34.7208"," 150.6491"
"010305","-30.7261"," 118.4219"
"037121","-21.8000"," 142.5425"
"014256","-12.9038"," 132.5255"
"015658","-22.8094"," 132.5995"
"014858","-16.5437"," 131.7965"
"031178","-17.3983"," 145.6658"
"014959","-14.4524"," 131.6860"
"063285","-33.4682"," 150.4717"
"070321","-35.7470"," 149.3515"
"035267","-22.4269"," 147.5483"
"009954","-33.8097"," 122.0844"
"007194","-27.0722"," 119.2522"
"008276","-29.2236"," 115.1075"
"036154","-21.3764"," 144.7642"
"030144","-21.4014"," 142.6167"
"075167","-33.7433"," 145.4654"
"022831","-35.7501"," 137.7217"
"054138","-30.1560"," 150.3889"
"017106","-30.8715"," 140.9710"
"035220","-24.7311"," 148.7597"
"039252","-24.2122"," 151.4219"
"028022","-16.5419"," 143.6694"
"086316","-37.8585"," 145.1846"
"070325","-34.3513"," 150.0810"
"034047","-22.5342"," 149.0953"
"061316","-32.0666"," 150.2326"
"008287","-28.6564"," 114.8558"
"070261","-35.6904"," 149.5869"
"030154","-18.2253"," 144.6719"
"060102","-31.8260"," 152.0210"
"010851","-32.8192"," 119.2936"
"025044","-34.4595"," 139.8922"
"028025","-15.6867"," 143.5633"
"077082","-35.9338"," 142.2805"
"056214","-30.3123"," 150.9964"
"035206","-24.4550"," 148.9597"
"036076","-22.5017"," 145.9183"
"018170","-33.1396"," 135.7260"
"009133","-31.8511"," 116.2539"
"056205","-29.8995"," 151.9650"
"021101","-33.7021"," 138.1034"
"015508","-24.2691"," 134.4028"
"010295","-31.9067"," 117.2336"
"055275","-31.2874"," 150.5394"
"032082","-18.5633"," 144.9892"
"014607","-16.1891"," 133.3285"
"007160","-26.2628"," 119.7639"
"075146","-34.0042"," 146.0602"
"039160","-24.3781"," 150.3692"
"039174","-24.8503"," 152.3994"
"051121","-30.7669"," 148.7424"
"018150","-33.1697"," 134.6917"
"054105","-30.3354"," 150.9338"
"055239","-31.5879"," 150.4804"
"010797","-34.2561"," 117.9261"
"014637","-14.0412"," 134.0951"
"066119","-33.6403"," 151.1412"
"021115","-33.6922"," 138.1332"
"037104","-23.0625"," 142.8201"
"070153","-36.4645"," 148.9341"
"070169","-35.1966"," 149.0840"
"058074","-29.9312"," 152.8659"
"014112","-12.3786"," 130.8469"
"028009","-17.0472"," 144.3489"
"003043","-18.8772"," 125.9207"
"085255","-37.3573"," 146.9851"
"056140","-29.4684"," 151.6667"
"030083","-19.9711"," 145.5850"
"056096","-29.5910"," 151.6274"
"041275","-28.1469"," 151.9253"
"063155","-33.7198"," 149.7459"
"041192","-28.3692"," 151.7964"
"054057","-29.5200"," 150.9630"
"054069","-29.5998"," 151.1562"
"041291","-26.8736"," 150.8689"
"056128","-29.8265"," 151.5207"
"038042","-25.6478"," 143.1686"
"012114","-33.6839"," 120.6958"
"012265","-33.0603"," 121.7983"
"055301","-31.0108"," 149.7660"
"015619","-23.8398"," 134.5089"
"032063","-19.1648"," 145.4199"
"006095","-24.3967"," 113.4056"
"065105","-32.8158"," 148.9277"
"035066","-24.5325"," 148.3508"
"082061","-36.7025"," 146.0342"
"085082","-39.0310"," 146.3227"
"042075","-26.1597"," 150.8389"
"054043","-29.3570"," 151.1432"
"092031","-42.3619"," 147.9397"
"046093","-30.6682"," 142.5438"
"042086","-27.1347"," 150.4086"
"012007","-31.0603"," 118.8367"
"049023","-34.4523"," 142.9109"
"003020","-18.4922"," 124.3992"
"035248","-25.3297"," 147.8631"
"010160","-31.4533"," 117.1194"
"036040","-24.5617"," 144.7183"
"012075","-33.5172"," 121.7500"
"012088","-27.5750"," 120.5319"
"080056","-36.2497"," 144.9531"
"062029","-32.9809"," 149.8100"
"043026","-26.7694"," 148.3558"
"088054","-37.2734"," 144.1099"
"058147","-28.6696"," 153.2789"
"074117","-35.7675"," 146.9001"
"008085","-30.4919"," 116.3628"
"038058","-25.3122"," 142.9153"
"080044","-35.9942"," 144.4253"
"010116","-31.5397"," 117.4781"
"041167","-28.1710"," 152.2761"
"040400","-27.9065"," 152.4736"
"035113","-25.8097"," 149.5586"
"040056","-27.3914"," 152.5014"
"010506","-34.1467"," 117.3961"
"010589","-33.6100"," 117.9878"
"010598","-33.1975"," 116.9106"
"038066","-24.9453"," 143.7556"
"094055","-42.7631"," 147.3961"
"008128","-28.5536"," 115.2456"
"033071","-21.9300"," 149.3642"
"037019","-21.3564"," 139.8653"
"007134","-26.7950"," 118.9842"
"007099","-27.1308"," 118.7803"
"025010","-34.8133"," 140.2177"
"010600","-33.6067"," 118.4292"
"010023","-31.5003"," 116.9411"
"010596","-33.4117"," 118.5111"
"009559","-34.9097"," 117.9942"
"009029","-31.5825"," 115.9658"
"024510","-35.1122"," 139.5172"
"018104","-34.3494"," 135.8979"
"040134","-26.6982"," 152.9024"
"007156","-27.9578"," 116.3383"
"044009","-27.2608"," 146.9136"
"039132","-25.4764"," 151.8681"
"072019","-35.6619"," 147.5555"
"039097","-24.7158"," 152.0075"
"014921","-15.2870"," 131.5817"
"007097","-27.8608"," 118.4183"
"025018","-34.7884"," 140.5003"
"074004","-35.8462"," 146.5194"
"091105","-41.3697"," 146.1719"
"003018","-18.1225"," 124.2692"
"006030","-24.6314"," 115.3383"
"007065","-28.6519"," 117.6083"
"063071","-33.3515"," 149.9914"
"055201","-30.8236"," 150.3171"
"010528","-33.2472"," 117.6614"
"068033","-34.4585"," 150.4931"
"006001","-27.4231"," 115.8347"
"015631","-23.5406"," 133.9211"
"057022","-30.4905"," 152.1004"
"070097","-34.7916"," 149.4923"
"085282","-38.3712"," 146.1791"
"063009","-33.6501"," 150.2931"
"018002","-31.8310"," 132.6262"
"003022","-18.3817"," 125.2267"
"007095","-28.2322"," 117.6556"
"078000","-36.3575"," 142.3339"
"090080","-38.2127"," 143.5531"
"048020","-29.0362"," 148.6457"
"036102","-23.7161"," 145.1303"
"065036","-32.7537"," 148.6478"
"044065","-28.7106"," 145.9233"
"048034","-31.6888"," 145.4830"
"020024","-32.4727"," 139.7097"
"070011","-35.2549"," 149.4446"
"040110","-26.9425"," 152.5647"
"061073","-32.0778"," 150.3696"
"003026","-17.6153"," 123.6483"
"039040","-24.9933"," 151.9606"
"065019","-33.6146"," 148.4350"
"057028","-30.5644"," 151.9070"
"007052","-25.9214"," 117.6000"
"091011","-40.6842"," 144.7181"
"032104","-19.0947"," 145.3539"
"055017","-31.5711"," 149.7762"
"082047","-36.1871"," 147.3551"
"037001","-21.9678"," 142.7214"
"044029","-26.8583"," 146.0278"
"050034","-32.0154"," 147.4280"
"054007","-29.0484"," 151.2766"
"073124","-34.9308"," 147.7670"
"041047","-28.4147"," 151.0828"
"044057","-25.4992"," 146.5442"
"082045","-36.2161"," 147.1764"
"086079","-38.2358"," 145.0667"
"047053","-34.1065"," 141.9189"
"040820","-27.1169"," 152.5550"
"014293","-12.4319"," 132.9504"
"009979","-33.7622"," 121.9336"
"061384","-33.3319"," 151.3833"
"054008","-29.6353"," 150.7028"
"031063","-16.9958"," 145.7367"
"012311","-33.4661"," 122.3973"
"074254","-34.5123"," 146.4299"
"009973","-34.8675"," 118.2156"
"033144","-20.4708"," 148.7242"
"015572","-21.7325"," 133.7633"
"068089","-34.4295"," 150.2354"
"061201","-33.0258"," 151.1880"
"040269","-27.6386"," 153.3775"
"025525","-36.1881"," 140.7999"
"015535","-22.0498"," 132.4950"
"015015","-18.4336"," 133.8774"
"045007","-26.1133"," 144.1333"
"010550","-33.2658"," 118.4861"
"018053","-32.8542"," 135.1542"
"026010","-36.7096"," 140.1623"
"010538","-32.8200"," 117.1775"
"010620","-32.3044"," 116.6358"
"094014","-42.5206"," 147.3567"
"068022","-34.5000"," 150.7885"
"006036","-25.6631"," 114.6261"
"004024","-20.5192"," 118.0603"
"012046","-28.8878"," 121.3295"
"024534","-34.1555"," 139.2251"
"040060","-26.9836"," 151.8303"
"061024","-32.4266"," 151.5376"
"006015","-24.4453"," 114.0779"
"006000","-25.0417"," 115.3092"
"044025","-26.9044"," 144.8272"
"024517","-34.9145"," 139.3010"
"015680","-23.6719"," 133.8872"
"018227","-32.6271"," 137.4281"
"070229","-34.9357"," 149.7885"
"041558","-27.1700"," 151.5386"
"092138","-41.3161"," 148.2381"
"027069","-14.9406"," 142.3431"
"023032","-34.6269"," 138.4682"
"044209","-26.0581"," 146.1308"
"003079","-18.9897"," 121.7208"
"017112","-27.6908"," 140.1066"
"009730","-33.6961"," 121.3656"
"031166","-16.9283"," 145.7647"
"029083","-17.6595"," 139.7565"
"040451","-25.9963"," 152.8335"
"014173","-13.3787"," 131.5049"
"014713","-19.1385"," 137.8734"
"030075","-20.0950"," 142.6931"
"015507","-22.3854"," 133.0522"
"046090","-30.4439"," 142.0635"
"014613","-15.8315"," 133.4004"
"033156","-19.6808"," 146.1131"
"012295","-31.1003"," 118.6019"
"031175","-18.2417"," 144.9883"
"015595","-25.4108"," 135.2906"
"028015","-16.6622"," 143.9969"
"015543","-22.6459"," 133.3457"
"044151","-28.3264"," 146.5111"
"039248","-24.9389"," 150.8033"
"012001","-27.2878"," 120.3919"
"029048","-16.9683"," 141.9547"
"036010","-21.6144"," 146.6344"
"067052","-33.6250"," 151.1491"
"029118","-20.1444"," 139.4142"
"014820","-16.0498"," 129.2649"
"082041","-36.1859"," 146.4694"
"040013","-25.8158"," 152.6233"
"054017","-29.5836"," 150.3362"
"087053","-38.1227"," 144.6420"
"047024","-33.3393"," 143.3986"
"049008","-33.4021"," 143.9375"
"042119","-27.5353"," 149.4089"
"023907","-34.9161"," 138.8989"
"059143","-30.8585"," 152.9983"
"032096","-17.4804"," 146.0121"
"041230","-28.7208"," 151.1825"
"070174","-34.9597"," 149.8549"
"039325","-24.7617"," 152.0100"
"037119","-21.7075"," 138.4833"
"040768","-27.8721"," 153.0149"
"003066","-18.5175"," 121.8072"
"010251","-31.2867"," 118.0592"
"026037","-36.5822"," 140.7293"
"041315","-28.1038"," 151.5701"
"033229","-23.2231"," 150.3839"
"010243","-31.4972"," 117.5894"
"039156","-23.8467"," 150.2628"
"091061","-41.6489"," 146.6144"
"076063","-35.0924"," 141.2611"
"040198","-27.9826"," 152.4996"
"075166","-34.5689"," 145.9975"
"050004","-33.1074"," 147.8008"
"082046","-36.2509"," 147.0263"
"044002","-25.7956"," 146.5858"
"037011","-21.9714"," 138.6117"
"037024","-21.3225"," 138.2906"
"040992","-27.6931"," 152.7547"
"014003","-12.4444"," 130.9542"
"017026","-28.3725"," 139.9727"
"044212","-26.1236"," 146.6228"
"015669","-21.5142"," 133.9933"
"019108","-32.4961"," 138.3730"
