"Station","Latitude","Longitude"
"009177","-31.1216"," 115.4458"
"014910","-14.4747"," 132.3051"
"015616","-23.5943"," 134.4887"
"009648","-33.5064"," 115.6403"
"091181","-41.4317"," 147.2083"
"008126","-29.8497"," 116.2289"
"039240","-24.4472"," 150.7981"
"008017","-29.9869"," 116.5711"
"040121","-26.7528"," 152.8519"
"083073","-36.7220"," 146.8189"
"048194","-30.0843"," 145.2884"
"016062","-31.1994"," 135.2293"
"090006","-38.6219"," 143.5622"
"140006","-27.0553"," 152.4647"
"091360","-41.2808"," 146.0803"
"091356","-41.7206"," 147.1393"
"023902","-34.6369"," 139.0242"
"043006","-26.2544"," 148.9453"
"041133","-28.3614"," 151.1381"
"091201","-40.8453"," 145.1231"
"034100","-22.2410"," 148.4299"
"013039","-26.5994"," 120.3417"
"091270","-41.2994"," 147.4950"
"005085","-22.8853"," 117.4464"
"040883","-27.6856"," 152.0519"
"014940","-14.4995"," 131.3468"
"014853","-15.9699"," 129.0408"
"028031","-14.7317"," 143.5864"
"040675","-27.9097"," 152.3886"
"061306","-31.8988"," 150.6580"
"058141","-28.4119"," 152.9827"
"030068","-19.4642"," 144.3189"
"015601","-23.1724"," 132.1499"
"008225","-29.8183"," 115.2722"
"015103","-17.6744"," 134.2510"
"061158","-32.5067"," 151.3779"
"004039","-20.9484"," 117.3732"
"044017","-27.1817"," 147.5800"
"009505","-33.7864"," 115.9817"
"029051","-20.0158"," 141.9050"
"045034","-26.6303"," 143.5308"
"043065","-27.7683"," 148.7147"
"090079","-38.4881"," 142.9791"
"041033","-28.7625"," 151.9871"
"034022","-21.5186"," 146.8731"
"030034","-21.1167"," 144.8103"
"082018","-36.7691"," 147.6956"
"052021","-29.8452"," 149.0048"
"055172","-31.2124"," 151.3168"
"035242","-25.8986"," 150.1297"
"059000","-30.8141"," 152.5129"
"085041","-38.6114"," 145.7053"
"091048","-41.2514"," 146.3975"
"088053","-37.0277"," 145.1491"
"019078","-32.5172"," 137.8425"
"092126","-41.1836"," 147.9028"
"018191","-34.3749"," 135.3741"
"031079","-17.5429"," 145.5149"
"014855","-17.3354"," 129.2892"
"086356","-38.4693"," 145.0133"
"009893","-32.9233"," 116.0078"
"033169","-21.1667"," 148.2442"
"019098","-32.2554"," 138.6377"
"086271","-37.6715"," 145.8948"
"027006","-13.7642"," 143.1178"
"037095","-23.3119"," 143.4422"
"075056","-34.9390"," 144.7352"
"070013","-36.8878"," 149.1107"
"041040","-27.7869"," 151.9050"
"052001","-30.1019"," 148.9651"
"058002","-28.6477"," 153.5123"
"061082","-33.1793"," 151.4410"
"089010","-38.0296"," 143.6330"
"073127","-35.0517"," 147.3493"
"009983","-33.9123"," 115.8999"
"029173","-20.8606"," 141.0650"
"092128","-42.6067"," 147.7214"
"040955","-25.8197"," 152.1917"
"047105","-33.2136"," 141.1674"
"055324","-31.0809"," 150.2574"
"014145","-12.5777"," 131.2535"
"085183","-38.6568"," 146.0063"
"014807","-16.6651"," 131.7644"
"015608","-21.0435"," 134.6753"
"063185","-33.7636"," 150.6194"
"057052","-30.7274"," 152.2540"
"050054","-33.1032"," 146.8470"
"063072","-33.6956"," 150.1342"
"048095","-30.9461"," 146.1590"
"015545","-22.9783"," 134.9173"
"015027","-18.9488"," 135.1935"
"082060","-36.1992"," 148.0244"
"034059","-22.7211"," 148.6633"
"036147","-22.2319"," 144.5767"
"016036","-31.4831"," 137.4805"
"012090","-27.2842"," 120.0931"
"055064","-31.6001"," 150.3811"
"016030","-30.1809"," 135.6629"
"074017","-35.2890"," 146.9742"
"079010","-36.7768"," 142.3937"
"073099","-34.6218"," 147.6199"
"018017","-34.6266"," 135.6992"
"045005","-27.0797"," 141.9078"
"038002","-25.9003"," 139.3486"
"014086","-12.6495"," 131.3181"
"019038","-32.3538"," 138.0371"
"024012","-34.1479"," 140.3256"
"087021","-37.8233"," 144.2078"
"075096","-33.5871"," 145.3604"
"040791","-27.5650"," 153.0269"
"014021","-13.1136"," 130.7973"
"070225","-34.4582"," 149.4599"
"059149","-30.7846"," 152.7071"
"039259","-25.3772"," 151.0819"
"014284","-12.6817"," 132.4736"
"013034","-27.0336"," 120.9233"
"056228","-30.5078"," 151.1141"
"053076","-28.9477"," 150.2555"
"035112","-23.8772"," 148.3108"
"031009","-15.8472"," 144.8753"
"059033","-30.4252"," 152.7789"
"046013","-30.9719"," 142.3229"
"085034","-37.9085"," 146.8046"
"040583","-28.2714"," 153.0742"
"010141","-30.2897"," 117.0108"
"016007","-29.0040"," 134.7564"
"063085","-33.1806"," 149.7410"
"010108","-31.3261"," 118.2464"
"009057","-31.8186"," 116.0378"
"009010","-32.1483"," 116.0761"
"057085","-28.5680"," 152.5858"
"020016","-31.5542"," 140.7920"
"081038","-36.9422"," 143.4711"
"035021","-23.6046"," 148.5447"
"041008","-27.3033"," 151.4931"
"009572","-32.5385"," 115.7002"
"045011","-26.8989"," 143.3381"
"091054","-41.5922"," 147.1200"
"023021","-34.5353"," 138.7506"
"021062","-33.3041"," 138.7553"
"056006","-30.1711"," 151.0757"
"041063","-28.0106"," 151.5856"
"017020","-27.7025"," 138.3358"
"040190","-27.9829"," 153.4056"
"023028","-34.5953"," 138.5156"
"088059","-37.3894"," 144.3232"
"075069","-34.0965"," 144.6529"
"094267","-43.0894"," 147.7175"
"007210","-24.6347"," 116.9472"
"021132","-34.0445"," 138.1921"
"023886","-35.3294"," 138.5019"
"021112","-34.1209"," 138.2851"
"042118","-27.8117"," 149.6536"
"007500","-25.6939"," 116.5381"
"056164","-28.3734"," 152.3930"
"010021","-30.2008"," 117.9389"
"061106","-32.3564"," 151.8059"
"041162","-28.2694"," 150.8106"
"041020","-26.7044"," 150.7633"
"061350","-32.1714"," 151.5942"
"035164","-23.4078"," 146.4636"
"033203","-20.9217"," 149.0453"
"023354","-34.3121"," 139.0077"
"025542","-35.3864"," 140.6137"
"041349","-27.7339"," 150.5789"
"026065","-36.2789"," 139.8426"
"044152","-27.4633"," 146.8519"
"008047","-29.4714"," 115.8528"
"044033","-26.6789"," 147.5047"
"041168","-26.7064"," 151.3025"
"023743","-35.5416"," 138.5038"
"058007","-28.6369"," 153.5880"
"029031","-18.5806"," 138.5811"
"091102","-41.1597"," 146.1453"
"022058","-34.2287"," 137.6421"
"092130","-41.4397"," 148.1936"
"087016","-37.7654"," 144.1048"
"044204","-26.0586"," 146.4244"
"070256","-35.3621"," 149.0973"
"025054","-35.2069"," 140.3589"
"018161","-31.4813"," 131.8387"
"008231","-29.4667"," 116.1325"
"012054","-31.4161"," 119.0467"
"007011","-28.7839"," 117.3625"
"009031","-31.9564"," 116.1642"
"037055","-20.1153"," 138.8036"
"046037","-29.4362"," 142.0097"
"086066","-37.7561"," 145.3592"
"029066","-19.0284"," 138.7400"
"063257","-33.9609"," 149.3184"
"040953","-26.4720"," 152.8832"
"048119","-30.2301"," 144.5506"
"094098","-42.9232"," 147.3301"
"014646","-14.8529"," 134.0361"
"044199","-25.5981"," 147.1289"
"040531","-27.3486"," 153.0647"
"009179","-30.7994"," 115.5467"
"009825","-33.7517"," 122.9128"
"048200","-29.4396"," 144.3915"
"014800","-16.2565"," 131.7530"
"009671","-33.6878"," 116.2147"
"066070","-33.8851"," 151.0728"
"009532","-34.9528"," 117.3733"
"039071","-24.5722"," 149.9694"
"085046","-38.0618"," 145.8039"
"007164","-23.7633"," 116.1206"
"090071","-38.6940"," 143.1561"
"020012","-32.9571"," 139.9720"
"087009","-38.0213"," 144.1608"
"048046","-29.1142"," 147.4543"
"051088","-31.2630"," 148.8666"
"090020","-37.4350"," 141.3428"
"010249","-30.6731"," 117.9267"
"014408","-12.1924"," 136.6844"
"041553","-27.6028"," 151.9617"
"026106","-37.1039"," 140.0958"
"091330","-41.0836"," 147.1286"
"029078","-20.2508"," 140.6550"
"091316","-41.3994"," 147.1347"
"055321","-31.0625"," 151.1250"
"055075","-31.1224"," 150.6957"
"086394","-38.0825"," 145.5075"
"017125","-27.5347"," 140.4736"
"053116","-29.2732"," 150.0994"
"039333","-25.6117"," 150.7472"
"011051","-33.2986"," 123.0658"
"037118","-22.5067"," 142.5875"
"014251","-13.5548"," 132.2731"
"014235","-12.4019"," 130.8962"
"015640","-25.9053"," 131.6712"
"014210","-12.4721"," 130.9926"
"046107","-31.6201"," 142.2913"
"040674","-26.6614"," 152.2003"
"010901","-33.8731"," 118.2003"
"007192","-27.3158"," 117.9719"
"010875","-33.9036"," 117.1750"
"023834","-35.4377"," 138.6398"
"039197","-24.0314"," 150.7400"
"014215","-12.6997"," 131.0000"
"028014","-14.4894"," 143.6775"
"020052","-32.0575"," 139.6187"
"015003","-16.4817"," 134.0950"
"043067","-27.4075"," 148.8311"
"063307","-34.3414"," 149.7888"
"033147","-20.1867"," 148.1450"
"009907","-34.2131"," 116.0231"
"039167","-25.4572"," 150.4614"
"079077","-36.8676"," 142.5217"
"081092","-36.8645"," 143.9784"
"059092","-29.9179"," 153.0683"
"015551","-22.8951"," 135.4592"
"007153","-23.5531"," 119.1478"
"009802","-33.6633"," 121.6306"
"009862","-33.5083"," 116.7386"
"062056","-32.4261"," 149.9535"
"057046","-30.2853"," 151.8549"
"041249","-28.0136"," 151.3947"
"021067","-33.4115"," 138.8179"
"035123","-25.9383"," 149.4183"
"007105","-24.8083"," 118.1105"
"035082","-22.9481"," 148.2750"
"040207","-25.6778"," 152.7928"
"003033","-17.7472"," 124.5283"
"073035","-34.3645"," 148.0785"
"070036","-35.0138"," 149.6508"
"013000","-26.0242"," 120.1033"
"018089","-33.3173"," 136.2515"
"076030","-34.3846"," 141.7580"
"007050","-25.0942"," 118.2983"
"041061","-27.6578"," 151.1986"
"006060","-26.2011"," 114.2869"
"037033","-22.7414"," 143.3342"
"013014","-25.8181"," 120.1706"
"052004","-28.7245"," 149.5757"
"040251","-26.3172"," 151.8756"
"010664","-32.9008"," 117.3986"
"041297","-27.0981"," 150.9786"
"037003","-20.4661"," 138.4683"
"010779","-34.0042"," 118.0536"
"006003","-24.6525"," 113.6936"
"075010","-34.5131"," 145.7885"
"012018","-30.9586"," 121.1739"
"007007","-26.9844"," 116.5361"
"029022","-20.0919"," 140.3675"
"089030","-37.4737"," 143.4684"
"065006","-33.5720"," 148.6619"
"006025","-26.3994"," 114.1658"
"048075","-31.1227"," 145.8319"
"035103","-25.0636"," 146.2653"
"019030","-32.4683"," 138.0159"
"087034","-38.0657"," 144.3281"
"033323","-20.2825"," 148.6829"
"071026","-36.1823"," 148.7644"
"070345","-35.0258"," 148.7279"
"039064","-24.7483"," 151.5594"
"092118","-42.0883"," 148.1708"
"041541","-27.9500"," 151.3906"
"067116","-33.7231"," 150.7997"
"030148","-19.7008"," 145.6564"
"035148","-25.7889"," 148.9219"
"009784","-34.9319"," 117.1606"
"087126","-38.2823"," 144.0518"
"012191","-30.8958"," 124.8658"
"070115","-34.8803"," 149.3623"
"033110","-20.2997"," 148.2206"
"055160","-31.1656"," 151.0627"
"039172","-24.4122"," 150.6633"
"068204","-35.1702"," 150.5908"
"013007","-20.1417"," 127.9867"
"056167","-30.0034"," 151.0833"
"039250","-23.7464"," 150.6053"
"039020","-24.0247"," 150.9681"
"052038","-30.3653"," 148.4850"
"036056","-21.5114"," 144.3989"
"041034","-28.4039"," 151.4703"
"023138","-34.8316"," 138.5581"
"094104","-43.1481"," 147.0089"
"022052","-34.6960"," 137.5745"
"094188","-42.8119"," 147.2558"
"035283","-25.2117"," 146.4817"
"024507","-35.1856"," 139.1290"
"061357","-33.1549"," 151.4099"
"094166","-43.0903"," 147.3611"
"062103","-32.8148"," 149.0408"
"015575","-23.3734"," 134.7499"
"048198","-31.4622"," 145.7909"
"018175","-34.0386"," 136.0107"
"029081","-18.5030"," 139.2903"
"058146","-28.6211"," 152.9977"
"085208","-38.0658"," 145.7677"
"014705","-17.2314"," 137.3309"
"015125","-18.8052"," 137.0879"
"035212","-23.8878"," 148.0486"
"015510","-25.9551"," 133.2110"
"044120","-25.8850"," 144.8633"
"069005","-36.4269"," 150.0787"
"003004","-16.3961"," 122.9278"
"014610","-14.9230"," 133.1320"
"067010","-33.5908"," 151.0094"
"003014","-18.2914"," 125.5869"
"080042","-36.0591"," 145.2031"
"055053","-31.3460"," 149.8285"
"037028","-22.7172"," 140.9172"
"088013","-37.0448"," 143.8224"
"010623","-33.9431"," 117.8514"
"045010","-26.5122"," 142.2731"
"049019","-32.8999"," 144.2995"
"017019","-26.7061"," 140.6261"
"074009","-35.6576"," 145.8124"
"061427","-33.0944"," 151.4616"
"091363","-40.9892"," 145.5281"
"016100","-26.9080"," 134.0547"
"041550","-27.9856"," 151.2828"
"033319","-19.5144"," 147.1011"
"094210","-42.8911"," 147.4350"
"061388","-32.7422"," 151.5668"
"050103","-33.9380"," 147.1901"
"032095","-19.1967"," 145.7747"
"047099","-33.7151"," 141.7179"
"029130","-20.9542"," 139.5861"
"050112","-32.0385"," 147.1908"
"050105","-32.8983"," 147.7817"
"030091","-18.0808"," 143.4622"
"021085","-33.3392"," 138.9241"
"014642","-14.8408"," 132.9676"
"091128","-40.7769"," 144.9585"
"091002","-41.7511"," 146.8992"
"023824","-35.4428"," 138.5444"
"041261","-27.1156"," 150.7650"
"040188","-27.2667"," 152.6272"
"051085","-31.8569"," 147.6554"
"006106","-25.0381"," 115.9953"
"012066","-30.3764"," 121.0633"
"048064","-30.6413"," 147.0855"
"092007","-41.6711"," 148.2842"
"008141","-28.3811"," 114.4531"
"083031","-36.7513"," 146.4156"
"048038","-29.4484"," 148.2499"
"034000","-20.2161"," 145.9089"
"070035","-35.3081"," 149.4726"
"077030","-35.9963"," 143.0353"
"051025","-31.4570"," 147.8824"
"091359","-40.9744"," 144.7325"
"026115","-36.6290"," 140.5081"
"084153","-37.7768"," 148.7049"
"029163","-17.8684"," 138.2856"
"015628","-23.7164"," 133.8819"
"087169","-37.6372"," 144.4296"
"040767","-27.4983"," 153.0337"
"088160","-37.1251"," 143.7861"
"044144","-27.6267"," 147.4453"
"005078","-21.7672"," 114.8211"
"039221","-24.9031"," 152.4711"
"015584","-21.6743"," 136.6654"
"011025","-31.7219"," 126.5889"
"010795","-32.1178"," 116.8678"
"010708","-34.2208"," 117.9811"
"060027","-31.6559"," 152.6144"
"070083","-35.5090"," 149.0667"
"007161","-25.4628"," 117.1364"
"018006","-33.1218"," 137.2278"
"051043","-31.0261"," 147.7009"
"010657","-33.3556"," 117.9161"
"008106","-29.3692"," 116.4061"
"070028","-34.7420"," 148.8897"
"040200","-25.9483"," 152.5419"
"002001","-16.5039"," 128.9173"
"081017","-36.4150"," 145.9225"
"023300","-34.5018"," 139.0466"
"055067","-31.2994"," 150.9085"
"090070","-38.3846"," 141.6074"
"034043","-20.1472"," 146.2283"
"010238","-30.3092"," 117.4458"
"014960","-13.8243"," 131.8320"
"084128","-37.3564"," 149.2058"
"014252","-12.6759"," 132.4803"
"012283","-28.7175"," 121.1506"
"069073","-37.0876"," 149.6933"
"021073","-33.9286"," 138.5450"
"018101","-33.1720"," 135.9117"
"008178","-29.1858"," 115.7406"
"008230","-30.3817"," 116.7217"
"029137","-19.6661"," 141.3961"
"070105","-35.1671"," 149.5925"
"030032","-19.5458"," 145.2533"
"091004","-41.1672"," 147.7417"
"029075","-20.4744"," 140.5825"
"030036","-18.1472"," 144.3183"
"095080","-42.7283"," 146.6656"
"094235","-42.6114"," 147.6706"
"074266","-34.2336"," 146.8453"
"059128","-30.9783"," 152.5106"
"014410","-11.9172"," 136.5316"
"029164","-18.0985"," 138.3035"
"024581","-34.5073"," 139.4755"
"050050","-32.3904"," 146.8874"
"057117","-30.7141"," 152.1978"
"014227","-12.3886"," 130.9249"
"005073","-21.8836"," 118.2217"
"008234","-28.5675"," 115.2814"
"099019","-39.8369"," 147.8358"
"009115","-32.4022"," 116.1039"
"055170","-31.2188"," 151.1167"
"018117","-33.1089"," 137.1733"
"017058","-29.0174"," 138.4608"
"070073","-36.0329"," 149.1323"
"018226","-33.0237"," 136.3111"
"030043","-20.8944"," 142.1436"
"044067","-28.7306"," 145.5517"
"012093","-29.2472"," 122.1022"
"039017","-24.7631"," 152.4136"
"010091","-31.6322"," 117.0081"
"027005","-13.9447"," 143.2006"
"040160","-28.0092"," 153.3175"
"051044","-30.8707"," 147.7462"
"098032","-39.9208"," 143.8850"
"024523","-35.2921"," 139.2069"
"020030","-33.3119"," 140.1856"
"091337","-41.5689"," 146.9733"
"048153","-29.6982"," 144.4901"
"047041","-34.0913"," 141.9102"
"091308","-41.3189"," 147.7047"
"023131","-35.5355"," 138.9010"
"090170","-38.0928"," 142.9602"
"051084","-30.9050"," 147.4829"
"042068","-28.7256"," 148.8344"
"009147","-31.3292"," 116.0811"
"070268","-35.0156"," 148.7948"
"082113","-36.5617"," 146.7125"
"088118","-36.9996"," 144.2616"
"068209","-34.6557"," 150.7293"
"038039","-25.7011"," 143.4558"
"029016","-18.8525"," 142.5742"
"094053","-43.0547"," 147.7810"
"068009","-34.5961"," 150.5187"
"069010","-35.4489"," 149.7990"
"081043","-36.5915"," 145.0162"
"092140","-41.2842"," 148.2672"
"047084","-33.7144"," 142.3167"
"041169","-28.3911"," 150.4825"
"082134","-36.6936"," 145.8785"
"058109","-28.3690"," 153.1713"
"011029","-31.8097"," 125.9267"
"058103","-28.5513"," 153.5475"
"051068","-31.3799"," 148.2644"
"058073","-29.5349"," 152.8009"
"007054","-27.8794"," 117.5506"
"048052","-29.7701"," 146.5157"
"091088","-41.3303"," 147.3550"
"009551","-35.0151"," 117.7577"
"082021","-36.0964"," 146.6008"
"051031","-31.6395"," 147.3160"
"036022","-23.0311"," 143.7117"
"055031","-30.7469"," 150.7210"
"092018","-42.1994"," 148.0442"
"030147","-18.7953"," 143.4231"
"040911","-27.4559"," 153.0153"
"045026","-27.2506"," 142.1292"
"044123","-28.3844"," 146.7483"
"037122","-22.6439"," 142.2511"
"053114","-31.0067"," 149.5459"
"026085","-37.8457"," 140.7686"
"063236","-33.5544"," 149.6038"
"054024","-30.4291"," 150.5298"
"002047","-17.2631"," 127.4617"
"050002","-32.9175"," 148.0932"
"064020","-31.3432"," 149.5076"
"037079","-22.6612"," 142.3928"
"051006","-31.3582"," 147.5868"
"037041","-21.5647"," 139.7231"
"099002","-40.2106"," 148.2469"
"025025","-34.9732"," 139.8071"
"020005","-31.4783"," 139.3862"
"054005","-30.0750"," 150.6427"
"008046","-30.9133"," 116.8092"
"070098","-35.9702"," 149.1644"
"026030","-37.0153"," 139.9612"
"036023","-21.5119"," 144.6339"
"088008","-37.2088"," 145.0464"
"037007","-23.3594"," 141.5628"
"029034","-21.2718"," 141.2886"
"051054","-31.6976"," 147.8348"
"023744","-35.5359"," 138.2340"
"036137","-25.2011"," 145.2269"
"015525","-21.5317"," 133.8901"
"140002","-27.7279"," 153.3196"
"003106","-17.5669"," 124.8411"
"040795","-27.6439"," 152.8942"
"067094","-33.4383"," 150.8917"
"040915","-27.0592"," 152.3242"
"063172","-33.2585"," 149.1653"
"016094","-27.9555"," 134.3157"
"034029","-20.6333"," 147.1333"
"097081","-42.9839"," 146.8006"
"042103","-27.9797"," 149.0764"
"036096","-21.7447"," 145.8147"
"040481","-26.5039"," 152.5861"
"012204","-31.0931"," 120.6908"
"015542","-21.8481"," 133.1228"
"015523","-23.4062"," 132.2437"
"063033","-34.0111"," 149.8369"
"014824","-16.1196"," 130.4282"
"007157","-27.7744"," 117.0156"
"030160","-19.0000"," 144.9769"
"010561","-33.0272"," 117.3878"
"073021","-34.0396"," 148.5547"
"061050","-32.4997"," 151.2864"
"063083","-33.8193"," 149.3243"
"017012","-30.8246"," 138.3822"
"029171","-20.1306"," 139.7187"
"010898","-33.2297"," 119.9242"
"009911","-33.5947"," 115.9581"
"040397","-27.6683"," 152.1592"
"059040","-30.3107"," 153.1187"
"018084","-33.7857"," 135.8435"
"007033","-24.3444"," 119.5808"
"034074","-21.8208"," 148.6817"
"085050","-37.8010"," 147.4578"
"059018","-30.7241"," 152.9168"
"079023","-36.6613"," 142.0687"
"024587","-34.1639"," 139.6647"
"014049","-12.4355"," 130.8374"
"035006","-25.7242"," 150.2661"
"055022","-31.0127"," 150.9545"
"042095","-27.1992"," 149.6869"
"044214","-27.5408"," 148.3125"
"089110","-37.6694"," 143.5159"
"017132","-28.7191"," 138.6342"
"062010","-32.8221"," 149.0723"
"055327","-31.1259"," 150.8323"
"015650","-23.2309"," 132.6260"
"037116","-22.2583"," 141.9464"
"015656","-24.2578"," 135.2707"
"015150","-17.2425"," 136.1821"
"008281","-30.3322"," 116.6828"
"030145","-19.7533"," 144.5181"
"014938","-13.7379"," 130.6834"
"036134","-24.3972"," 145.0694"
"036119","-24.5247"," 144.0928"
"035230","-23.4236"," 147.6958"
"064047","-31.3667"," 149.1516"
"029086","-18.9611"," 140.5386"
"018177","-33.0750"," 136.0919"
"060092","-31.7840"," 152.5353"
"015515","-23.3432"," 133.1721"
"081091","-36.5486"," 143.6958"
"024037","-34.1903"," 140.7619"
"097053","-42.7681"," 146.0461"
"015502","-21.0025"," 134.4029"
"053070","-29.6202"," 149.3770"
"015605","-25.5607"," 134.0713"
"015503","-23.0364"," 134.6801"
"054122","-29.3447"," 150.5768"
"025032","-35.1732"," 140.1818"
"074256","-35.0499"," 146.1689"
"027034","-12.6616"," 142.6708"
"014505","-14.2786"," 135.7390"
"015553","-23.5092"," 133.2677"
"054077","-29.6871"," 151.0707"
"041266","-27.0706"," 151.3731"
"070093","-35.2804"," 148.9783"
"015620","-22.6577"," 136.7998"
"056042","-30.6417"," 151.3002"
"035046","-24.2500"," 147.6167"
"026027","-37.6957"," 140.4601"
"017045","-26.1282"," 139.3894"
"032018","-18.1675"," 145.3381"
"030046","-18.4222"," 144.4625"
"016048","-29.9964"," 135.3911"
"010593","-33.0872"," 119.6758"
"012108","-27.1397"," 121.3397"
"076029","-34.3895"," 141.3352"
"002028","-16.8180"," 128.8656"
"010018","-30.5325"," 117.1739"
"041042","-27.2242"," 151.8833"
"007042","-26.9367"," 117.5928"
"010577","-32.4828"," 118.5842"
"029029","-15.8931"," 142.4439"
"007067","-28.9464"," 118.1867"
"035178","-25.5086"," 149.5256"
"037035","-21.2339"," 139.0464"
"041109","-28.0244"," 151.8114"
"010668","-32.4692"," 118.1458"
"016025","-31.7293"," 136.4448"
"074006","-34.3251"," 146.9570"
"084090","-37.5058"," 147.8476"
"017052","-30.6383"," 139.3445"
"080019","-36.1620"," 143.3311"
"009623","-34.5303"," 117.8247"
"006056","-25.7400"," 114.2847"
"073005","-34.6704"," 148.6338"
"030051","-20.7691"," 145.0211"
"015019","-20.9645"," 137.9214"
"042010","-26.6433"," 149.7575"
"044078","-26.8031"," 145.3464"
"047007","-31.9759"," 141.4676"
"078014","-36.2560"," 141.8588"
"009046","-30.7742"," 115.6975"
"058033","-29.4967"," 153.1041"
"078028","-36.1526"," 141.7586"
"075029","-34.6280"," 145.3539"
"048004","-29.0128"," 145.7132"
"038007","-25.1425"," 141.3456"
"075075","-34.9953"," 145.0915"
"041019","-27.7233"," 151.2869"
"014658","-16.1584"," 133.1300"
"036122","-21.9583"," 146.0917"
"061416","-32.6677"," 152.1818"
"014951","-15.4219"," 132.2722"
"015644","-25.5745"," 132.3357"
"032118","-17.9367"," 146.1417"
"025040","-34.8941"," 139.6768"
"039010","-24.8569"," 151.4433"
"067089","-33.7459"," 151.0402"
"033168","-21.0714"," 148.2236"
"066014","-34.0703"," 151.1512"
"071003","-36.4335"," 148.3327"
"043044","-26.6383"," 149.4261"
"092005","-42.8092"," 147.8297"
"005033","-22.3419"," 114.9319"
"035022","-25.0125"," 149.5011"
"017007","-27.6286"," 135.5879"
"050138","-32.7519"," 147.5904"
"058205","-28.8681"," 153.5667"
"021118","-33.2341"," 138.0010"
"058221","-28.7853"," 153.3409"
"014010","-12.7511"," 130.3784"
"040555","-25.9713"," 152.8609"
"059134","-30.4523"," 152.9008"
"035279","-23.5772"," 147.1469"
"029161","-21.0733"," 140.2814"
"035273","-25.8544"," 149.7919"
"017111","-28.1484"," 140.8672"
"020054","-33.0809"," 140.3299"
"040413","-28.1556"," 153.0401"
"058130","-29.6823"," 152.9278"
"035195","-23.0286"," 148.4686"
"068102","-34.4869"," 150.4019"
"041215","-26.8147"," 150.6875"
"035154","-25.8867"," 149.3233"
"095021","-42.2564"," 146.7092"
"010576","-32.5000"," 118.7089"
"070082","-34.2745"," 149.0232"
"091065","-41.5553"," 146.3992"
"065018","-32.3987"," 148.8281"
"049057","-32.2409"," 145.5530"
"079021","-37.1659"," 141.5919"
"070171","-34.3940"," 148.9943"
"025509","-35.3288"," 140.5175"
"034085","-20.0083"," 146.4350"
"006050","-23.7647"," 114.5539"
"081051","-36.1634"," 145.8838"
"004035","-20.7767"," 117.1456"
"017031","-29.6451"," 138.0639"
"059017","-31.0770"," 152.8235"
"075031","-34.5194"," 144.8545"
"086071","-37.8075"," 144.9700"
"066053","-33.6300"," 151.3291"
"017022","-28.1696"," 139.6105"
"044205","-26.4025"," 146.2378"
"044213","-26.4083"," 146.4042"
"014245","-11.3081"," 131.7651"
"041521","-28.5211"," 150.3256"
"007199","-25.3106"," 119.4481"
"015646","-22.4786"," 134.5306"
"016085","-27.3002"," 133.6201"
"085278","-37.7196"," 146.3888"
"039297","-24.5272"," 151.3814"
"094137","-43.1647"," 146.9175"
"071042","-36.6022"," 148.4677"
"014900","-15.2437"," 132.1548"
"026049","-36.0582"," 139.5913"
"014636","-16.5481"," 132.9038"
"070199","-36.0767"," 149.5134"
"084078","-37.7513"," 147.7301"
"055143","-31.0193"," 151.0659"
"041046","-28.2818"," 152.4174"
"055090","-30.6242"," 150.7293"
"090134","-38.5304"," 143.5390"
"015600","-25.6771"," 134.8330"
"040175","-27.4276"," 153.5216"
"009054","-30.6033"," 115.6428"
"055241","-31.5438"," 150.5838"
"040308","-27.3342"," 152.7717"
"006071","-26.6167"," 115.5467"
"003052","-16.8214"," 124.9151"
"005005","-22.2794"," 117.6775"
"007006","-28.0411"," 117.6703"
"005003","-22.8972"," 120.1733"
"030140","-17.1536"," 144.5236"
"066160","-33.8959"," 151.2341"
"090167","-38.2430"," 143.9887"
"007091","-28.3386"," 116.6825"
"048039","-29.3174"," 145.8466"
"009695","-33.3978"," 115.7536"
"033065","-22.3458"," 149.5356"
"016107","-28.2035"," 134.4852"
"090196","-38.3824"," 142.5083"
"058223","-29.7964"," 153.1447"
"076042","-34.7632"," 142.7447"
"014961","-14.5543"," 132.2241"
"095064","-42.6511"," 146.7619"
"033257","-20.0151"," 148.2152"
"012285","-27.5489"," 121.8286"
"074237","-35.2469"," 147.1446"
"088117","-37.2034"," 144.7143"
"009963","-33.6858"," 115.0153"
"007154","-27.9369"," 118.1889"
"055109","-30.7992"," 151.1089"
"039177","-25.6964"," 150.9647"
"055194","-31.3365"," 150.8537"
"015547","-22.6134"," 135.0359"
"018068","-32.7229"," 134.8373"
"035031","-24.6017"," 147.5728"
"086095","-37.8376"," 145.0048"
"024588","-34.7150"," 139.6199"
"071068","-36.4829"," 148.7840"
"031212","-17.4343"," 145.4400"
"009966","-33.8578"," 116.6750"
"061369","-33.4305"," 151.4374"
"063286","-33.6820"," 150.6082"
"012293","-33.6211"," 122.6000"
"041483","-26.6317"," 151.2364"
"014907","-13.4279"," 130.4939"
"087131","-37.8634"," 144.8262"
"054116","-30.3030"," 150.6935"
"039236","-25.1953"," 150.9903"
"056211","-28.9100"," 152.2528"
"016008","-26.1035"," 131.2064"
"036084","-22.8072"," 147.1317"
"072058","-35.6364"," 147.5382"
"061074","-33.3531"," 151.4964"
"012067","-28.1969"," 120.4378"
"039149","-24.6142"," 150.2817"
"066131","-33.8258"," 151.1556"
"003000","-16.9807"," 122.6662"
