st,055041,55  ,NUNDLE POST OFFICE                      ,01/1890,       ,-31.4605, 151.1275,GPS            ,NSW, 595.0,      ,     ,2003,2018,#
st,050008,50  ,PEAK HILL (BRUIE PLAINS)                ,01/1890,       ,-32.7750, 147.8620,GPS            ,NSW, 275.0,      ,     ,2003,2018,#
st,050031,50  ,PEAK HILL POST OFFICE                   ,01/1890,       ,-32.7235, 148.1902,GPS            ,NSW, 285.0,      ,94721,2003,2018,#
st,033059,33  ,PLANE CREEK SUGAR MILL                  ,01/1890,       ,-21.4270, 149.2160,GPS            ,QLD,  16.0,      ,     ,2003,2018,#
st,023750,23C ,URAIDLA                                 ,01/1890,       ,-34.9563, 138.7443,GPS            ,SA , 487.0,      ,     ,2003,2018,#
st,079046,79  ,WARTOOK RESERVOIR                       ,01/1890,       ,-37.0936, 142.4344,GPS            ,VIC, 440.0,      ,     ,2003,2018,#
st,053034,53  ,WEE WAA (PENDENNIS)                     ,01/1890,       ,-30.1187, 149.3232,GPS            ,NSW, 168.0,      ,     ,2003,2018,#
st,080065,80  ,YARROWEYAH                              ,06/1890,       ,-35.9258, 145.5560,GPS            ,VIC, 115.0,      ,     ,2003,2018,#
st,035001,35  ,ANAKIE RICHARDSON ST                    ,01/1889,       ,-23.5522, 147.7461,GPS            ,QLD, 250.0,      ,     ,2003,2018,#
st,056008,56  ,DEEPWATER POST OFFICE                   ,01/1889,       ,-29.4421, 151.8483,GPS            ,NSW, 970.0,      ,     ,2003,2018,#
st,070027,70  ,DELEGATE (WEEWALLA)                     ,01/1889,       ,-37.0488, 148.9930,GPS            ,NSW, 750.0,      ,     ,2003,2018,#
st,026007,26  ,FRANCES                                 ,01/1889,       ,-36.7124, 140.9552,GPS            ,SA , 103.0,      ,     ,2003,2018,#
st,051018,51  ,GILGANDRA (CHELMSFORD AVE)              ,01/1889,       ,-31.7049, 148.6629,GPS            ,NSW, 282.0,      ,     ,2003,2018,#
st,009018,09  ,GINGIN                                  ,01/1889,       ,-31.3461, 115.9031,GPS            ,WA ,  92.0,      ,     ,2003,2018,#
st,080017,80  ,GLADFIELD HOPEFIELD ESTATE              ,08/1889,       ,-36.0406, 143.9403,GPS            ,VIC,  90.0,      ,     ,2003,2018,#
st,092017,92  ,KELLEVIE                                ,01/1889,       ,-42.7856, 147.8086,GPS            ,TAS, 123.0,      ,     ,2003,2018,#
st,024515,24B ,LANGHORNE CREEK                         ,01/1889,       ,-35.2959, 139.0328,GPS            ,SA ,  18.0,      ,     ,2003,2018,#
st,020013,20  ,MANNA HILL                              ,01/1889,       ,-32.4292, 139.9887,GPS            ,SA , 371.0,      ,     ,2003,2018,#
st,092024,92  ,MATHINNA (FINGAL ROAD)                  ,01/1889,       ,-41.4703, 147.8919,GPS            ,TAS, 285.0,      ,     ,2003,2018,#
st,075049,75  ,MAUDE (NAP NAP)                         ,01/1889,       ,-34.4456, 144.1728,GPS            ,NSW,  75.0,      ,     ,2003,2018,#
st,096046,96  ,MIENA DAM                               ,01/1889,       ,-41.9822, 146.7228,GPS            ,TAS,1052.0,      ,     ,2003,2018,#
st,087007,87  ,MORRISONS (BALLARK)                     ,01/1889,       ,-37.7430, 144.1406,GPS            ,VIC, 379.0,      ,     ,2003,2018,#
st,007064,07A ,MURGOO                                  ,01/1889,       ,-27.3636, 116.4261,GPS            ,WA , 303.0,      ,     ,2003,2018,#
st,079036,79  ,NATIMUK                                 ,11/1889,       ,-36.7416, 141.9429,GPS            ,VIC, 122.0,      ,     ,2003,2018,#
st,028004,28  ,PALMERVILLE                             ,01/1889,       ,-15.9999, 144.0754,GPS            ,QLD, 203.8, 204.7,94276,2003,2018,#
st,030045,30  ,RICHMOND POST OFFICE                    ,01/1889,       ,-20.7289, 143.1425,GPS            ,QLD, 211.1, 214.5,94340,2003,2018,#
st,061071,61  ,STROUD POST OFFICE                      ,01/1889,       ,-32.4027, 151.9664,GPS            ,NSW,  44.0,      ,     ,2003,2018,#
st,088061,88  ,WOODEND                                 ,01/1889,       ,-37.3578, 144.5390,GPS            ,VIC, 560.0,      ,     ,2003,2018,#
st,065000,65  ,ARTHURVILLE (CRAMOND)                   ,11/1888,       ,-32.4975, 148.7488,GPS            ,NSW, 305.0,      ,     ,2003,2018,#
st,092002,92  ,AVOCA (RAILWAY HOUSE)                   ,01/1888,       ,-41.7792, 147.7225,GPS            ,TAS, 205.0,      ,     ,2003,2018,#
st,022002,22A ,CORNY POINT                             ,01/1888,       ,-34.9152, 137.0625,GPS            ,SA ,   2.0,      ,     ,2003,2018,#
st,007027,07A ,GABYON                                  ,01/1888,       ,-28.2494, 116.3400,GPS            ,WA , 340.0,      ,     ,2003,2018,#
st,060015,60  ,GLOUCESTER POST OFFICE                  ,01/1888,       ,-32.0063, 151.9597,GPS            ,NSW, 105.0,      ,     ,2003,2018,#
st,015531,15B ,HERMANNSBURG                            ,01/1888,       ,-23.9450, 132.7749,GPS            ,NT , 565.0,      ,     ,2008,2018,#
st,020010,20  ,KOONAMORE                               ,07/1888,       ,-32.0646, 139.3820,GPS            ,SA , 205.0,      ,     ,2003,2018,#
st,065022,65  ,MANILDRA (HAZELDALE)                    ,01/1888,       ,-33.1628, 148.5879,GPS            ,NSW, 530.0,      ,     ,2003,2018,#
st,075046,75  ,MOULAMEIN POST OFFICE                   ,01/1888,       ,-35.0885, 144.0349,GPS            ,NSW,  72.0,      ,     ,2003,2018,#
st,040197,40  ,MT TAMBORINE FERN ST                    ,01/1888,       ,-27.9695, 153.1954,GPS            ,QLD, 515.0,      ,     ,2003,2018,#
st,009030,09  ,MUNDARING                               ,01/1888,       ,-31.8978, 116.1581,GPS            ,WA , 300.0,      ,     ,2003,2018,#
st,073051,73  ,MURRINGO (WINDERMERE)                   ,01/1888,       ,-34.2054, 148.5533,GPS            ,NSW, 420.0,      ,     ,2003,2018,#
st,077079,77  ,NINYEUNOOK                              ,09/1888,       ,-36.0086, 143.3719,GPS            ,VIC, 105.0,      ,     ,2003,2018,#
st,018106,18  ,NULLARBOR                               ,01/1888,       ,-31.4492, 130.8976,GPS            ,SA ,  64.0,  65.0,94651,2003,2018,#
st,063063,63  ,OBERON (SPRINGBANK)                     ,01/1888,       ,-33.6682, 149.8348,GPS            ,NSW,1053.0,      ,95735,2005,2018,#
st,025015,25A ,PINNAROO                                ,01/1888,       ,-35.2680, 140.9075,GPS            ,SA , 101.0,      ,     ,2003,2018,#
st,066052,66  ,RANDWICK (RANDWICK ST)                  ,01/1917,       ,-33.9085, 151.2417,GPS            ,NSW,  74.0,      ,     ,2003,2018,#
st,040244,40  ,SUNNYBANK BOWLS CLUB                    ,01/1888,       ,-27.5756, 153.0583,GPS            ,QLD,  60.0,      ,     ,2003,2018,#
st,081047,81  ,TARNAGULLA                              ,01/1888,       ,-36.7689, 143.8288,GPS            ,VIC, 209.0,      ,     ,2003,2018,#
st,050036,50  ,TRUNDLE (BROOKVIEW ST)                  ,01/1888,       ,-32.9233, 147.7052,GPS            ,NSW, 255.0,      ,     ,2003,2018,#
st,041116,41  ,WALLANGARRA POST OFFICE                 ,01/1888,       ,-28.9231, 151.9306,GPS            ,QLD, 875.0,      ,     ,2003,2018,#
st,044154,44  ,WHYENBAH                                ,01/1888,       ,-28.3875, 148.3111,GPS            ,QLD, 175.0,      ,     ,2003,2018,#
st,060036,60  ,WINGHAM (LANARK CLOSE)                  ,01/1888,       ,-31.8620, 152.3444,GPS            ,NSW,  66.0,      ,     ,2003,2018,#
st,025519,25B ,WOLSELEY                                ,01/1888,       ,-36.3654, 140.9096,GPS            ,SA , 110.0,      ,     ,2003,2018,#
st,073000,73  ,BARMEDMAN POST OFFICE                   ,01/1887,       ,-34.1442, 147.3860,GPS            ,NSW, 238.0,      ,     ,2003,2018,#
st,023705,23C ,BIRDWOOD                                ,01/1887,       ,-34.8041, 138.9451,GPS            ,SA , 389.0,      ,     ,2003,2018,#
st,084002,84  ,BONANG                                  ,03/1887,       ,-37.1712, 148.7228,GPS            ,VIC, 673.0,      ,     ,2003,2018,#
st,061100,61  ,BROKE (HARROWBY)                        ,01/1887,       ,-32.7667, 151.0872,GPS            ,NSW,  76.0,      ,     ,2003,2018,#
st,080004,80  ,CANARY ISLAND                           ,05/1887,       ,-35.9746, 143.8520,GPS            ,VIC,  90.0,      ,     ,2003,2018,#
st,069013,69  ,CANDELO POST OFFICE                     ,01/1887,       ,-36.7677, 149.6951,GPS            ,NSW, 109.0,      ,     ,2003,2018,#
st,008025,08  ,CARNAMAH                                ,01/1887,       ,-29.6886, 115.8872,GPS            ,WA , 268.0,      ,94415,2003,2018,#
st,086018,86  ,CAULFIELD (RACECOURSE)                  ,11/1887,       ,-37.8795, 145.0368,GPS            ,VIC,  48.8,      ,     ,2003,2018,#
st,069014,69  ,COBARGO POST OFFICE                     ,01/1887,       ,-36.3880, 149.8881,MAP 1:25 000   ,NSW,  85.0,      ,     ,2003,2018,#
st,064026,64  ,COBBORA (KUNDIAWA)                      ,01/1887,       ,-32.0431, 149.2389,GPS            ,NSW, 390.0,      ,     ,2003,2018,#
st,025504,25B ,COONALPYN                               ,01/1887,       ,-35.6984, 139.8633,GPS            ,SA ,  18.0,      ,     ,2003,2018,#
st,041022,41  ,DALVEEN                                 ,01/1887,       ,-28.4962, 151.9730,GPS            ,QLD, 904.0,      ,     ,2003,2018,#
st,036054,36  ,EVORA STATION                           ,01/1887,       ,-24.0825, 145.5092,               ,QLD, 300.0,      ,     ,2003,2018,#
st,010058,10  ,GOOMALLING                              ,01/1887,       ,-31.2994, 116.8269,GPS            ,WA , 239.0,      ,95631,2003,2018,#
st,010150,10  ,GRASS VALLEY                            ,01/1887,       ,-31.6358, 116.7969,GPS            ,WA , 200.0,      ,     ,2003,2018,#
st,061026,61  ,GUNDY (MILLER ST)                       ,06/1887,       ,-32.0119, 150.9971,GPS            ,NSW, 259.0,      ,     ,2003,2018,#
